Id,Name,City,Country,Latitude,Longitude
MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
PWM,Portland Intl Jetport,Portland,United States,43.646161,-70.309281
OKC,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
ALB,Albany Intl,Albany,United States,42.748267,-73.801692
VDZ,Valdez Pioneer Fld,Valdez,United States,61.133949,-146.248342
SNA,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
CPR,Natrona Co Intl,Casper,United States,42.908,-106.464417
VPS,Eglin Afb,Valparaiso,United States,30.48325,-86.5254
EYW,Key West Intl,Key West,United States,24.556111,-81.759556
CLT,Charlotte Douglas Intl,Charlotte,United States,35.214,-80.943139
LAS,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
MCO,Orlando Intl,Orlando,United States,28.429394,-81.308994
FLO,Florence Rgnl,Florence,United States,34.185361,-79.723889
GTF,Great Falls Intl,Great Falls,United States,47.482,-111.370689
YNG,Youngstown Warren Rgnl,Youngstown,United States,41.260736,-80.679097
BKK,Suvarnabhumi Intl,Bangkok,Thailand,13.681108,100.747283
NAH,Naha,Naha,Indonesia,3.683214,125.528019
KDI,Wolter Monginsidi,Kendari,Indonesia,-4.081608,122.418231
MLG,Abdul Rachman Saleh,Malang,Indonesia,-7.926556,112.714514
BDO,Husein Sastranegara,Bandung,Indonesia,-6.900625,107.576294
JOG,Adi Sutjipto,Yogyakarta,Indonesia,-7.788181,110.431758
SRG,Achmad Yani,Semarang,Indonesia,-6.971447,110.374122
BTH,Hang Nadim,Batam,Indonesia,1.121028,104.118753
TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia,-2.745722,107.754917
PGK,Depati Amir,Pangkal Pinang,Indonesia,-2.1622,106.139064
TNJ,Kijang,Tanjung Pinang,Indonesia,0.922683,104.532311
BDJ,Syamsudin Noor,Banjarmasin,Indonesia,-3.442356,114.762553
PKY,Tjilik Riwut,Palangkaraya,Indonesia,-2.225128,113.942661
MOF,Wai Oti,Maumere,Indonesia,-8.640647,122.236889
ENE,H Hasan Aroeboesman,Ende,Indonesia,-8.849294,121.660644
KOE,El Tari,Kupang,Indonesia,-10.171583,123.671136
LBJ,Mutiara Ii,Labuhan Bajo,Indonesia,-8.486656,119.88905
BPN,Sepinggan,Balikpapan,Indonesia,-1.268272,116.894478
TRK,Juwata,Taraken,Indonesia,3.326694,117.565569
BMU,Muhammad Salahuddin,Bima,Indonesia,-8.539647,118.687322
WGP,Mau Hau,Waingapu,Indonesia,-9.669217,120.302006
SUB,Juanda,Surabaya,Indonesia,-7.379831,112.786858
SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,-7.516089,110.756892
ICN,Incheon Intl,Seoul,South Korea,37.469075,126.450517
CNX,Chiang Mai Intl,Chiang Mai,Thailand,18.766847,98.962644
CEI,Chiang Rai Intl,Chiang Rai,Thailand,19.952342,99.882928
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,8.539617,99.944725
KOP,Nakhon Phanom,Nakhon Phanom,Thailand,17.383794,104.643022
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand,15.251278,104.870231
KKC,Khon Kaen,Khon Kaen,Thailand,16.466628,102.783661
THS,Sukhothai,Sukhothai,Thailand,17.237992,99.818183
DPS,Bali Ngurah Rai,Denpasar,Indonesia,-8.748169,115.167172
ATH,Eleftherios Venizelos Intl,Athens,Greece,37.936358,23.944467
NGO,Chubu Centrair Intl,Nagoya,Japan,34.858414,136.805408
UKB,Kobe,Kobe,Japan,34.632778,135.223889
PUW,Pullman-Moscow Rgnl,Pullman,United States,46.743861,-117.109583
LWS,Lewiston Nez Perce Co,Lewiston,United States,46.3745,-117.015389
ELM,Elmira Corning Rgnl,Elmira,United States,42.159889,-76.891611
ITH,Ithaca Tompkins Rgnl,Ithaca,United States,42.491028,-76.458444
MRY,Monterey Peninsula,Monterey,United States,36.587,-121.842944
SBA,Santa Barbara Muni,Santa Barbara,United States,34.426211,-119.840372
DAB,Daytona Beach Intl,Daytona Beach,United States,29.179917,-81.058056
RIX,Riga Intl,Riga,Latvia,56.923611,23.971111
KUN,Kaunas Intl,Kaunas,Lithuania,54.963919,24.084778
PLQ,Palanga Intl,Palanga,Lithuania,55.973228,21.093856
VNO,Vilnius Intl,Vilnius,Lithuania,54.634133,25.285767
EVN,Zvartnots,Yerevan,Armenia,40.147275,44.395881
LWN,Gyumri,Gyumri,Armenia,40.750369,43.859342
ASM,Asmara Intl,Asmara,Eritrea,15.291853,38.910667
MSW,Massawa Intl,Massawa,Eritrea,15.669989,39.370103
BUS,Batumi,Batumi,Georgia,41.610278,41.599694
KUT,Kopitnari,Kutaisi,Georgia,42.176653,42.482583
TBS,Tbilisi,Tbilisi,Georgia,41.669167,44.954722
RIY,Riyan,Mukalla,Yemen,14.662639,49.375028
TAI,Taiz Intl,Taiz,Yemen,13.685964,44.139056
HOD,Hodeidah Intl,Hodeidah,Yemen,14.753,42.976336
ADE,Aden Intl,Aden,Yemen,12.829542,45.028792
AXK,Ataq,Ataq,Yemen,14.551322,46.826183
AAY,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,16.191667,52.175
SAH,Sanaa Intl,Sanaa,Yemen,15.476258,44.219739
SCT,Socotra Intl,Socotra,Yemen,12.630672,53.905778
FMM,Allgau,Memmingen,Germany,47.988758,10.2395
NAV,Kapadokya,Nevsehir,Turkey,38.771867,34.53455
EZE,Ministro Pistarini,Buenos Aires,Argentina,-34.822222,-58.535833
EBL,Erbil Intl,Erbil,Iraq,36.237611,43.963158
EMD,Emerald,Emerald,Australia,-23.5675,148.179167
KIX,Kansai,Osaka,Japan,34.434722,135.244167
TAG,Tagbilaran,Tagbilaran,Philippines,9.664081,123.853247
JAV,Ilulissat,Ilulissat,Greenland,69.23444,-51.05111
JEG,Aasiaat,Aasiaat,Greenland,68.7,-52.75
PMI,Son Sant Joan,Palma de Mallorca,Spain,39.55361,2.727778
DRW,Darwin Intl,Darwin,Australia,-12.408333,130.87266
URT,Surat Thani,Surat Thani,Thailand,9.1325,99.135556
NYU,Bagan Intl,Nyuang U,Burma,21.173833,94.924667
MPH,Godofredo P,Caticlan,Philippines,11.9215,121.953
HVN,Tweed-New Haven Airport,New Haven,United States,41.26375,-72.886806
AVL,Asheville Regional Airport,Asheville,United States,35.436194,-82.541806
GSO,Piedmont Triad,Greensboro,United States,36.09775,-79.937306
FSD,Sioux Falls,Sioux Falls,United States,43.582014,-96.741914
AYQ,Ayers Rock,Uluru,Australia,-25.186111,130.975556
MHT,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
RDN,Redang,Redang,Malaysia,5.76528,103.007
SDF,Louisville International Airport,Louisville,United States,38.174086,-85.736499
CHO,Charlottesville-Albemarle,Charlottesville VA,United States,38.138639,-78.452861
ROA,Roanoke Regional,Roanoke VA,United States,37.325472,-79.975417
LEX,Blue Grass,Lexington KY,United States,38.0365,-84.605889
EVV,Evansville Regional,Evansville,United States,38.036997,-87.532364
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040222,-106.609194
BZN,Gallatin Field,Bozeman,United States,45.777643,-111.160151
BIL,Billings Logan International Airport,Billings,United States,45.80921,-108.537654
BTM,Bert Mooney Airport,Butte,United States,45.954806,-112.497472
TVC,Cherry Capital Airport,Traverse City,United States,44.741445,-85.582235
BHB,Hancock County - Bar Harbor,Bar Harbor,United States,44.449769,-68.361565
RKD,Knox County Regional Airport,Rockland,United States,44.060111,-69.09923
JAC,Jackson Hole Airport,Jacksn Hole,United States,43.607333,-110.73775
RFD,Chicago Rockford International Airport,Rockford,United States,42.195361,-89.097222
DME,Domododevo,Moscow,Russia,55.408611,37.906111
SYX,Phoenix International,Sanya,China,18.302897,109.412272
LJG,Lijiang Airport,Lijiang,China,26.883333,100.23333
GSP,Greenville-Spartanburg International,Greenville,United States,34.895556,-82.218889
BMI,Central Illinois Rgnl,Bloomington,United States,40.477111,-88.915917
GPT,Gulfport-Biloxi,Gulfport,United States,30.407278,-89.070111
AZO,Kalamazoo,Kalamazoo,United States,42.234875,-85.552058
TOL,Toledo,Toledo,United States,41.586806,-83.807833
FWA,Fort Wayne,Fort Wayne,United States,40.978472,-85.195139
CID,Cedar Rapids,Cedar Rapids,United States,41.884694,-91.710806
LSE,La Crosse Municipal,La Crosse,United States,43.878986,-91.256711
CWA,Central Wisconsin,Wassau,United States,44.772726,-89.646635
PIA,Peoria Regional,Peoria,United States,40.664203,-89.693258
ATW,Appleton,Appleton,United States,44.257526,-88.507576
RST,Rochester,Rochester,United States,43.908283,-92.500014
CMI,Champaign,Champaign,United States,40.03925,-88.278056
MHK,Manhattan Reigonal,Manhattan,United States,39.140972,-96.670833
KGC,Kingscote Airport,Kingscote,Australia,-35.713889,137.521389
HVB,Hervey Bay Airport,Hervey Bay,Australia,-25.318889,152.880278
BSL,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,47.59,7.529167
DLU,Dali,Dali,China,25.649444,100.319444
JHG,Jinghong,Jinghong,China,21.973914,100.759611
MZV,Mulu,Mulu,Malaysia,4.048333,114.805
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,27.977222,34.394722
FKL,Franklin,Franklin,United States,41.377874,-79.860362
NBO,Jomo Kenyatta International,Nairobi,Kenya,-1.319167,36.9275
FTE,El Calafate,El Calafate,Argentina,-50.280322,-72.053103
ARM,Armidale,Armidale,Australia,-30.528056,151.617222
GJT,Grand Junction Regional,Grand Junction,United States,39.122413,-108.526735
SGU,St George Muni,Saint George,United States,37.090583,-113.593056
SRQ,Sarasota Bradenton Intl,Sarasota,United States,27.395444,-82.554389
BDA,Bermuda Intl,Bermuda,Bermuda,32.364042,-64.678703
MLI,Quad City Intl,Moline,United States,41.448528,-90.507539
HIR,Honiara International,Honiara,Solomon Islands,-9.428,160.054789
PPT,Faa\'a International,Papeete,French Polynesia,-17.556667,-149.611389
INU,Nauru Intl,Nauru,Nauru,-0.547458,166.9191
FUN,Funafuti International,Funafuti,Tuvalu,-8.525,179.196389
OVB,Tolmachevo,Novosibirsk,Russia,55.012622,82.650656
XKH,Xieng Khouang,Phon Savan,Laos,19.449997,103.158333
HUI,Phu Bai,Hue,Vietnam,16.401499,107.702614
BIS,Bismarck Municipal Airport,Bismarck,United States,46.775842,-100.757931
INC,Yinchuan,Yinchuan,China,38.481944,106.009167
RAP,Rapid City Regional Airport,Rapid City,United States,44.045278,-103.057222
CLD,McClellan-Palomar Airport,Carlsbad,United States,33.0742,-117.1648
FNT,Bishop International,Flint,United States,42.965424,-83.743629
DVO,Francisco Bangoy International,Davao,Philippines,7.125522,125.645778
FNC,Madeira,Funchal,Portugal,32.697889,-16.774453
STM,Santarem,Santarem,Brazil,-2.422431,-54.792789
NPE,Napier,NAPIER,New Zealand,-39.465833,176.87
LXA,Lhasa-Gonggar,Lhasa,China,29.297778,90.911944
RDD,Redding Muni,Redding,United States,40.509,-122.293389
EUG,Mahlon Sweet Fld,Eugene,United States,44.124583,-123.211972
IDA,Idaho Falls Rgnl,Idaho Falls,United States,43.514556,-112.07075
MFR,Rogue Valley Intl Medford,Medford,United States,42.374228,-122.8735
RDM,Roberts Fld,Redmond-Bend,United States,44.254066,-121.149964
WDH,Windhoek Hosea Kutako International Airport,Windhoek,Namibia,-22.486667,17.4625
YWH,Victoria Inner Harbour Airport,Victoria,Canada,48.422778,-123.3875
CXH,Vancouver Coal Harbour,Vancouver,Canada,49.289722,-123.115833
TNA,Jinan,Jinan,China,36.857214,117.215992
CZX,Changzhou,Changzhou,China,31.941667,119.711667
YBP,Yibin,Yibin,China,28.800278,104.544444
TJM,Roschino,Tyumen,Russia,57.189567,65.3243
CAK,Akron Canton Regional Airport,Akron,United States,40.916083,-81.442194
HSV,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,34.637194,-86.775056
PKB,Mid-Ohio Valley Regional Airport,PARKERSBURG,United States,39.345104,-81.439203
MGM,Montgomery Regional Airport,MONTGOMERY,United States,32.300639,-86.393972
TRI,Tri-Cities Regional Airport,BRISTOL,United States,36.475222,-82.407417
PAH,Barkley Regional Airport,PADUCAH,United States,37.060288,-88.772958
KUF,Kurumoch,Samara,Russia,53.5,50.15
JIB,Ambouli International Airport,Djibouti,Djibouti,11.5472,43.1594
HAK,Meilan,Haikou,China,19.934856,110.458961
PGA,Page Municipal Airport,Page,United States,36.9261,-111.4483
SNV,Santa Elena Airport,Santa Elena de Uairen,Venezuela,4.554722,-61.144922
FCA,Glacier Park Intl,Kalispell,United States,48.310472,-114.256
MBS,Mbs Intl,Saginaw,United States,43.532913,-84.079647
BGM,Greater Binghamton Edwin A Link Fld,Binghamton,United States,42.208689,-75.979839
BGW,Baghdad International Airport,Baghdad,Iraq,33.262539,44.234578
NNT,Nan,Nan,Thailand,18.807914,100.783419
ROI,Roi Et,Roi Et,Thailand,16.116761,103.773797
BFV,Buri Ram,Buri Ram,Thailand,15.229539,103.253231
UNN,Ranong,Ranong,Thailand,9.777622,98.585483
TDX,Trat,Trat,Thailand,12.274572,102.318958
CRK,Diosdado Macapagal International,Angeles City,Philippines,15.185833,120.560278
SDK,Sandakan,Sandakan,Malaysia,5.900897,118.059486
LXG,Luang Namtha,Luang Namtha,Laos,20.960556,101.4025
ODY,Oudomxay,Muang Xay,Laos,20.6827,101.994
SHE,Shenyang Taoxian International Airport,Shenyang,China,41.3824,123.2901
DOY,Dongying Airport,Dongying,China,37.2716,118.2819
PSG,Petersburg James A. Johnson,Petersburg,United States,56.801667,-132.945278
LYA,Luoyang Airport,Luoyang,China,34.41,112.28
XUZ,Xuzhou Guanyin Airport,Xuzhou,China,34.16,117.11
IFN,Esfahan Shahid Beheshti Intl,Isfahan,Iran,32.750836,51.861267
DLI,Dalat,Dalat,Vietnam,11.75,108.367
VDH,Dong Hoi,Dong Hoi,Vietnam,17.515,106.590556
VKG,Rach Gia,Rach Gia,Vietnam,9.949676,105.133659
CAH,Ca Mau,Ca Mau,Vietnam,9.188049,105.174721
VCL,Chu Lai,Chu Lai,Vietnam,15.405944,108.705889
TBB,Dong Tac,Tuy Hoa,Vietnam,13.04955,109.333706
BWK,Brac,Brac,Croatia,43.285719,16.679719
NSI,Yaounde Nsimalen,Yaounde,Cameroon,3.722556,11.553269
CKY,Conakry,Conakry,Guinea,9.576889,-13.611961
FKB,Baden Airpark,Karlsruhe/Baden-Baden,Germany,48.7793,8.08048
SFB,Orlando Sanford Intl,Sanford,United States,28.777639,-81.237489
PQC,Duong Dong Airport,Phu Quoc,Vietnam,10.227025,103.967169
JST,John Murtha Johnstown-Cambria County Airport,Johnstown,United States,40.316111,-78.833889
MWX,Muan,Muan,South Korea,34.991389,126.382778
JTY,Astypalaia,Astypalaia,Greece,36.579886,26.375822
JIK,Ikaria,Ikaria,Greece,37.682717,26.347061
JKL,Kalymnos Island,Kalymnos,Greece,36.963333,26.940556
MLO,Milos,Milos,Greece,36.696111,24.4775
JNX,Naxos,Cyclades Islands,Greece,37.080556,25.368056
PAS,Paros,Paros,Greece,37.010278,25.127778
KZS,Kastelorizo,Kastelorizo,Greece,36.127777,29.566656
RMF,Marsa Alam Intl,Marsa Alam,Egypt,25.557111,34.583711
NRN,Niederrhein,Weeze,Germany,51.602222,6.141944
USU,Busuanga,Busuanga,Philippines,12.121458,120.100031
BXU,Butuan,Butuan,Philippines,8.951322,125.477972
DPL,Dipolog,Dipolog,Philippines,8.601261,123.334481
LAO,Laoag Intl,Laoag,Philippines,18.178092,120.531522
LGP,Legazpi,Legazpi,Philippines,13.157064,123.746247
OZC,Ozamis,Ozamis,Philippines,8.178508,123.841731
CEB,Mactan Cebu Intl,Cebu,Philippines,10.307542,123.979439
BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil,-16.438611,-39.080833
PMW,Palmas,Palmas,Brazil,-10.241667,-48.35278
CLV,Caldas Novas,Caldas Novas,Brazil,-17.7267,-48.6114
MSO,Missoula Intl,Missoula,United States,46.916306,-114.090556
BKQ,Blackall,Blackall,Australia,-24.427778,145.428611
BDB,Bundaberg,Bundaberg,Australia,-24.903889,152.318611
YWJ,Deline,Deline,Canada,65.183333,-125.416667
ZFN,Tulita,Tulita,Canada,64.083333,-125.583333
YGH,Fort Good Hope,Fort Good Hope,Canada,66.266667,-128.65
TAH,Tanna island,Tanna,Vanuatu,-19.455198,169.22394
SRZ,Santa Cruz,Santa Cruz,Bolivia,-17.8,-63.166667
KUS,Kulusuk,Kulusuk,Greenland,65.566667,-37.116667
EGE,Eagle Co Rgnl,Vail,United States,39.642556,-106.917694
SKN,Skagen,Stokmarknes,Norway,68.580833,15.026111
CSG,Columbus Metropolitan Airport,Columbus,United States,32.516333,-84.938861
LAW,Lawton-Fort Sill Regional Airport,Lawton,United States,34.567714,-98.416637
FLG,Flagstaff Pulliam Airport,Flagstaff,United States,35.140318,-111.669239
TWF,Magic Valley Regional Airport,Twin Falls,United States,42.481803,-114.487733
MCM,Monaco,Monaco,Monaco,43.733333,7.416667
MVY,Martha\'s Vineyard,Vineyard Haven MA,United States,41.391667,-70.615278
STC,Saint Cloud Regional Airport,Saint Cloud,United States,45.546556,-94.059889
GTR,Golden Triangle Regional Airport,Columbus Mississippi,United States,33.450333,-88.591361
GOJ,Nizhny Novgorod,Nizhniy Novgorod,Russia,56.230119,43.784042
ERI,Erie Intl Tom Ridge Fld,Erie,United States,42.082022,-80.176217
HYA,Barnstable Muni Boardman Polando Fld,Barnstable,United States,41.669336,-70.280356
SPR,San Pedro,San Pedro,Belize,17.913936,-87.971075
MGW,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States,39.642908,-79.916314
CRW,Yeager,Charleston,United States,38.373147,-81.593189
AVP,Wilkes Barre Scranton Intl,Scranton,United States,41.338478,-75.723403
BJI,Bemidji Regional Airport,Bemidji,United States,47.510722,-94.934722
BNK,Ballina Byron Gateway,Ballina Byron Bay,Australia,-28.833889,153.5625
FAR,Hector International Airport,Fargo,United States,46.92065,-96.815764
GCC,Gillette-Campbell County Airport,Gillette,United States,44.348917,-105.539361
TOF,Tomsk Bogashevo Airport,Tomsk,Russia,56.380278,85.208333
CJM,Chumphon,Chumphon,Thailand,10.7112,99.361706
JZH,Jiuzhaigou Huanglong,Jiuzhaigou,China,32.857,103.683
SWA,Wai Sha Airport,Shantou,China,23.4,116.683
GEO,Cheddi Jagan Intl,Georgetown,Guyana,6.498553,-58.254119
AGT,Ciudad del Este,Ciudad del Este,Paraguay,-25.4555,-54.843592
OGL,Ogle,Georgetown,Guyana,6.806944,-58.104444
DNH,Dunhuang Airport,Dunhuang,China,40.094,94.4818
AOI,Falconara,Ancona,Italy,43.616389,13.362222
CPO,Copiapo,Copiapo,Chile,-27,-70
LYB,Edward Bodden Airfield,Little Cayman,Cayman Islands,19.659167,-80.090833
BJV,Bodrum - Milas,Bodrum,Turkey,37.249,27.667
SAW,Sabiha Gokcen,Istanbul,Turkey,40.898553,29.309219
SCE,University Park Airport,State College Pennsylvania,United States,40.849278,-77.848694
BME,Broome,Broome,Australia,-17.8,122.2
NTL,Newcastle Airport,Newcastle,Australia,-32.78,151.83
KLU,Woerthersee International Airport,Klagenfurt,Austria,46.642514,14.337739
HFT,Hammerfest Airport,Hammerfest,Norway,70.679722,23.668889
HVG,Valan,Honningsvag,Norway,70.99,25.83
MEH,Mehamn,Mehamn,Norway,71.029722,27.826667
VDS,Airport,Vadso,Norway,70.065,29.844
IKA,Imam Khomeini,Tehran,Iran,35.416111,51.152222
MHD,Mashhad,Mashhad,Iran,36.234,59.643
MDG,Mudanjiang,Mudanjiang,China,44.523889,129.568889
SPI,Abraham Lincoln Capital,Springfield,United States,39.8441,-89.677889
CEZ,Cortez Muni,Cortez,United States,37.303,-108.628056
HDN,Yampa Valley,Hayden,United States,40.481181,-107.21766
LBL,Liberal Muni,Liberal,United States,37.044222,-100.95986
COD,Yellowstone Rgnl,Cody,United States,44.520194,-109.023806
HOV,Hovden,Orsta-Volda,Norway,62.18,6.0742
SGF,Springfield Branson Natl,Springfield,United States,37.245667,-93.388639
NVK,Framnes,Narvik,Norway,68.435833,17.388056
BVG,Berlevag,Berlevag,Norway,70.866667,29
NSK,Alykel,Norilsk,Russia,69.311053,87.332183
AAQ,Vityazevo,Anapa,Russia,45.002097,37.347272
JLN,Joplin Rgnl,Joplin,United States,37.151814,-94.498269
ABE,Lehigh Valley Intl,Allentown,United States,40.652083,-75.440806
XNA,NW Arkansas Regional,Bentonville,United States,36.281869,-94.306811
GUW,Atyrau,Atyrau,Kazakhstan,47.121944,51.821389
KZO,Kzyl-Orda,Kzyl-Orda,Kazakhstan,44.709,65.591
SBN,South Bend Rgnl,South Bend,United States,41.708661,-86.31725
ARH,Talagi,Arkhangelsk,Russia,64.360281,40.430167
RTW,Central,Saratov,Russia,51.334366,46.022952
NUX,Novyi Urengoy,Novy Urengoy,Russia,66.041811,76.313938
NOJ,Noyabrsk,Noyabrsk,Russia,63.110079,75.162243
SCO,Aktau,Aktau,Kazakhstan,43.86005,51.091978
UCT,Ukhta,Ukhta,Russia,63.340297,53.482592
USK,Usinsk,Usinsk,Russia,66.00077,57.221113
NNM,Naryan-Mar,Naryan-Mar,Russia,67.380537,53.051016
KGP,Kogalym International,Kogalym,Russia,62.18,74.53
KJA,Emelyanovo,Krasnoyarsk,Russia,56.18,92.475
KGF,Sary-Arka,Karaganda,Kazakhstan,49.670833,73.334444
CGQ,Changchun,Changchun,China,43.5412,125.1201
KIJ,Niigata,Niigata,Japan,37.5711,139.0646
ACV,Arcata,Arcata CA,United States,40.978111,-124.108611
ATT,Camp Mabry Austin City,Austin TX,United States,30.31666,-97.7666
OAJ,Albert J Ellis,Jacksonville NC,United States,34.829164,-77.612139
DBQ,Dubuque Rgnl,Dubuque IA,United States,42.402,-90.709472
FDE,Forde Bringeland,Forde,Norway,61.392,5.763
ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011
FRE,Fera/Maringe Airport,Fera Island,Solomon Islands,-8.1075,159.577
IRA,Ngorangora Airport,Kirakira,Solomon Islands,-10.4497,161.898
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.7203,165.795
MUA,Munda Airport,Munda,Solomon Islands,-8.32797,157.263
GZO,Nusatupe Airport,Gizo,Solomon Islands,-8.09778,156.864
RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.5339,160.063
RUS,Marau Airport,Marau,Solomon Islands,-9.86167,160.825
VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.58556,158.731
KGE,Kagau Island Airport,Kagau Island,Solomon Islands,-7.333,157.583
RBV,Ramata Airport,Ramata,Solomon Islands,-8.16806,157.643
BUA,Buka Airport,Buka Island,Papua New Guinea,-5.42232,154.673
CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.02429,144.971
DAU,Daru Airport,Daru,Papua New Guinea,-9.08676,143.208
GUR,Gurney Airport,Gurney,Papua New Guinea,-10.3115,150.334
PNP,Girua Airport,Girua,Papua New Guinea,-8.80454,148.309
HKN,Kimbe Airport,Hoskins,Papua New Guinea,-5.46217,150.405
UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.12571,141.282
KVG,Kavieng Airport,Kavieng,Papua New Guinea,-2.5794,150.808
MDU,Mendi Airport,Mendi,Papua New Guinea,-6.14774,143.657
MAS,Momote Airport,Momote,Papua New Guinea,-2.06189,147.424
MXH,Moro Airport,Moro,Papua New Guinea,-6.36333,143.238
MIS,Misima Island Airport,Misima Island,Papua New Guinea,-10.6892,152.838
TIZ,Tari Airport,Tari,Papua New Guinea,-5.845,142.948
TBG,Tabubil Airport,Tabubil,Papua New Guinea,-5.27861,141.226
RAB,Tokua Airport,Tokua,Papua New Guinea,-4.34046,152.38
VAI,Vanimo Airport,Vanimo,Papua New Guinea,-2.69717,141.302
WBM,Wapenamanda Airport,Wapenamanda,Papua New Guinea,-5.6433,143.895
LLU,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,60.4644,-45.5778
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.7433,-22.6606
JFR,Paamiut Heliport,Paamiut,Greenland,61.9922,-49.6625
JJU,Qaqortoq Heliport,Qaqortoq,Greenland,60.7158,-46.0294
JSU,Maniitsoq Airport,Maniitsoq,Greenland,65.4125,-52.9394
JNN,Nanortalik Heliport,Nanortalik,Greenland,60.14,-45.2317
JNS,Narsaq Heliport,Narsaq,Greenland,60.9167,-46.0586
NAQ,Qaanaaq Airport,Qaanaaq,Greenland,77.4886,-69.3887
JHS,Sisimiut Airport,Sisimiut,Greenland,66.9513,-53.7293
JUV,Upernavik Airport,Upernavik,Greenland,72.7902,-56.1306
JQA,Qaarsut Airport,Uummannaq,Greenland,70.7342,-52.6962
CUK,Caye Caulker Airport,Caye Caulker,Belize,17.7347,-88.0325
PND,Punta Gorda Airport,Punta Gorda,Belize,16.1024,-88.8083
YAA,Anahim Lake Airport,Anahim Lake,Canada,52.4525,-125.303
YRG,Rigolet Airport,Rigolet,Canada,54.1797,-58.4575
ZTB,Tete-a-la-Baleine Airport,Tete-a-la-Baleine,Canada,50.6744,-59.3836
ZLT,La Tabatiere Airport,La Tabatiere,Canada,50.8308,-58.9756
NTG,Nantong Airport,Nantong,China,32.0708,120.976
APO,Apartado Airport,Apartado,Colombia,7.033,-77.2
TCD,Tarapaca Airport,Tarapaca,Colombia,-2.867,-69.733
YAG,Fort Frances Municipal Airport,Fort Frances,Canada,48.6542,-93.4397
YBX,Lourdes De Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.4436,-57.1853
YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.3469,-90.7311
YDP,Nain Airport,Nain,Canada,56.5492,-61.6803
YMN,Makkovik Airport,Makkovik,Canada,55.0769,-59.1864
YGT,Igloolik Airport,Igloolik,Canada,69.3647,-81.8161
YGX,Gillam Airport,Gillam,Canada,56.3575,-94.7106
YGZ,Grise Fiord Airport,Grise Fiord,Canada,76.4261,-82.9092
YHO,Hopedale Airport,Hopedale,Canada,55.4483,-60.2286
YHR,Chevery Airport,Chevery,Canada,50.4689,-59.6367
YLC,Kimmirut Airport,Kimmirut,Canada,62.85,-69.8833
YPW,Powell River Airport,Powell River,Canada,49.8342,-124.5
YQD,The Pas Airport,The Pas,Canada,53.9714,-101.091
YRL,Red Lake Airport,Red Lake,Canada,51.0669,-93.7931
YSK,Sanikiluaq Airport,Sanikiluaq,Canada,56.5378,-79.2467
YXN,Whale Cove Airport,Whale Cove,Canada,62.24,-92.5981
ZBF,Bathurst Airport,Bathurst,Canada,47.6297,-65.7389
ZMT,Masset Airport,Masset,Canada,54.0275,-132.125
BLJ,Batna Airport,Batna,Algeria,35.752106,6.308589
CBH,Bechar Boudghene Ben Ali Lotfi Airport,Bechar,Algeria,31.6457,-2.26986
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,21.375,0.923889
ELU,Guemar Airport,Guemar,Algeria,33.5114,6.77679
KMS,Kumasi Airport,Kumasi,Ghana,6.71456,-1.59082
HDF,Heringsdorf Airport,Heringsdorf,Germany,53.878706,14.152347
DSA,Robin Hood Doncaster Sheffield Airport, Sheffield,United Kingdom,53.474722,-1.004444
CAL,Campbeltown Airport,Campbeltown,United Kingdom,55.4372,-5.68639
EOI,Eday Airport,Eday,United Kingdom,59.1906,-2.77222
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675,-2.43444
PPW,Papa Westray Airport,Papa Westray,United Kingdom,59.3517,-2.90028
SOY,Stronsay Airport,Stronsay,United Kingdom,59.1553,-2.64139
